respondent_id,response_text
233677,"I live in the USA. I would say we have a few great issues. Poverty, homelessness, and treatment of the disabled. First poverty and homelessness can be handled similarly. We have a TON of empty abandoned homes all over the usa. Put those non-violent folks in a home. If it is a large home you can put singles in it as a shared option with life coaches supervising. Make ALL of them continue education and do a vocational or job training option (even the disabled who want to work). Limit the number of children that they can have while getting assistance (ends the ones having kids to keep/get more benefits). Have EVERY single one of the adults in a program geared towards education, life skills, counselling, drug prevention/rehab, and work/skill programs. Also make accessible feeding programs in EVERY community with transportation to get there. Things would change fast if this group felt there was hope.[CHAR(10)][CHAR(10)]Second lets talk about the disabled. Here many of us are treated worse than criminals or the homeless. We are ignored. Many of us want to work. Employees see us as too much of a â€˜liability'. It does not matter how well we are trained. Many won't even talk to us about the possibility of a job. This needs to change. Give us training (vocational rehab is a joke where i am), life skills, and tools needed to be able to work. Put us in a job that is in our field choice and make it so there's a probationary period so we can PROVE that we can work just as hard, if not harder, than anyone else. Make it easier for us to go to college!"
233683,"immigration, high rent , high Mirra gage expensive groceries. "
233690,Democracy.  Social Issues.  Inflation.  Health Care.  Immigration.  Bipartisan Agreements.
233737,Division of Party Inequality
233749,"I think the most critical problems are not having affordable healthcare, climate crisis, and equal rights for men and women. "
233796,bigotry intolerance
233802,Economic Disparity
233873,"Crime on the streets,Day and night."
233897,SK
233914,effects of climate change 
233932,Racism
233944,treatment of minorities 
233950,Low wages
233967,"the vast majority of people voting against what will benefit them, health care, cost of living, the richest 1% holding the vast majority of wealth, "
233973,"Economics , security "
234026,economy immigration fentanyl 
234044,"Economy, Education costs, Housing and the homeless, mental illness, illegal drug trade"
234107,"climate change, income equality, racism and homophobia, Israel Palestine and being global power, education "
234137,budget deficit snowballing 
234149,being war mongers
234161,"immigration, racism, housing, poverty, climate change, subsidizing war/Israel, guns, children's health, women's rights, gay rights"
234173,Destabilization of the economy
234185,"immigration people being deported and instability for those that have been here for many years, economy, gun control, human trafficking "
234191,the president and his cabinate choices.
234197,"Disrespect for laws, courts. Inactivity on climate change and gun control. Polarization."
234215,--Corporate capture of the federal government. [CHAR(10)]--Quarterly shareholder profit as the main driver of how business is run.[CHAR(10)]--Citizens United. [CHAR(10)]--Broken social contract with the working class (i.e. If you work and play by the rule
234221,Corruption by big donors has made US democracy less responsive to people's needs
234245,Illegal immigrants.
234274,Middle class support is lacking
234280,"Division, Lack of basic human rights"
234292,imigration-open borders
234304,homelessness
