respondent_id,response_text,llm_code_label,confidence,raw_model_output
142655,equal rights for all. especially women ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on equal rights and women's rights, which are social issues related to equality and social justice.""
}
```"
142656,global warming ,Environment,High,"The response 'global warming' directly relates to climate change, which falls under the Environment category."
142657,"Inflation--being able to afford housing, food, transportation",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions inflation and affordability of housing, food, and transportation, all of which are economic issues.""
}
```"
142658,Woke movement. I recently saw a woman wearing a shirt that said protect trans youth!,Social Issues,High,"The response references the 'Woke movement' and protecting trans youth, which relates to social division and cultural conflict, fitting Social Issues."
142659,close border    stronger military   inflation    ,Immigration,High,"The response mentions 'close border' first, which relates to immigration; although 'stronger military' and 'inflation' are mentioned, the first emphasized issue is immigration."
142660,illegal immigration,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'illegal immigration,' which falls under the Immigration category.""
}
```"
142661,legalized abortion,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Healthcare"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'legalized abortion,' which falls under healthcare issues related to access and policy.""
}
```"
142663,el racismo la economia el divicionismo entre ricos pobres ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'la economia' (the economy) along with racism and division between rich and poor; economy is explicitly named and emphasized first.""
}
```"
142664,maga movement. too political ,Politics/Democracy,High,"The response references a political movement and mentions 'too political,' indicating criticism related to political issues rather than a specific policy area."
142665,illegal Immigration.,Immigration,High,"The response explicitly mentions 'illegal Immigration,' which falls under the Immigration category."
142666,"Potential wars with Russia (over Ukraine), or China (over Taiwan), or Iran (over Israel). Too much power has been given to the Office of US President. Trump is unpredictable and not trustworthy and not a good person (a convicted criminal, sexual molester, blatant liar) and will likely cause major problems for our country - and people love him no matter what he does.",Foreign Policy,High,"The response emphasizes potential wars with Russia, China, and Iran, which are international relations issues, fitting Foreign Policy. Although it criticizes the president, the most emphasized issue is the threat of international conflict."
142667,Donald Trump's abuse of Executive Power,Politics/Democracy,High,"The response criticizes abuse of executive power, which relates to government and political institutions, fitting the Politics/Democracy category."
142668,ECONOMY--price increases,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'price increases,' which relates to inflation and cost of living, both economic issues.""
}
```"
200061,Healthcare,Healthcare,High,"The response explicitly states 'Healthcare,' which directly matches the Healthcare category."
200078,"Women's Rights, Cost of Living, Antisemitism",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Multiple issues mentioned; 'Cost of Living' is an economic issue and is listed second, indicating emphasis; per rules, code the most emphasized issue or first if equal, here 'Cost of Living' is the clearest economic problem.""
}
```"
200096,gun control and school shootings,Crime,High,"The response focuses on gun control and school shootings, which relate to violence and public safety, fitting the Crime category."
200144,"Class divide, rich getting richer and poor poorer w/ AI",Economy,High,"The response emphasizes economic inequality and wealth distribution, which falls under economic issues."
200340,"decline in economy, lack of access to affordable healthcare, unemployment, christian nationalism, xenophobia, racism",Economy,High,"The response mentions multiple issues, but the first and most emphasized is 'decline in economy,' so it is coded as Economy."
200363,Racism and Antisemitism,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions racism and antisemitism, which are forms of social division and cultural conflict, fitting the Social Issues category.""
}
```"
200380,income disparity,Economy,High,"Income disparity relates directly to economic inequality, which falls under the Economy category."
200469,"philosophically, polarization, the media increasing that polarization. gross generalizations of people. ",Social Issues,High,"The response focuses on polarization and social division without explicit reference to political institutions, fitting the Social Issues category."
200481,Cost of living crisis,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'cost of living crisis,' which directly relates to economic issues such as prices and affordability.""
}
```"
200504,fake news control of the narrative,Politics/Democracy,High,"The response criticizes control of information and narrative, which relates to political institutions and governance, fitting the Politics/Democracy category."
200528,not enough money for the lower class.,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response highlights financial insufficiency for the lower class, which relates to economic inequality and poverty.""
}
```"
200577,Russian-controlled ruling party,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes a ruling party, which relates to government and political institutions, fitting the Politics/Democracy category.""
}
```"
200620,SK,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'SK' is vague and uninterpretable, providing no clear indication of any specific issue.""
}
```"
200632,no real leadership ,Politics/Democracy,High,"The response criticizes leadership without specifying a policy area, fitting the Politics/Democracy category."
200638,miss information from the media ,Other,Medium,"The response refers to misinformation from the media, which does not clearly fit into the defined categories like Politics/Democracy or Social Issues, so it is coded as Other."
200650,Economic instability ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'Economic instability,' which directly relates to economic issues such as financial uncertainty and economic conditions.""
}
```"
